# -------------------------------------------------------
# ---- CSV created by:  mightymerge.io                   
# -------------------------------------------------------

WHM Name,WH Name,WH ID,Address,District,State,Capacity(in MT),Registration Date,Registration Valid Upto,Contact No.,Status,Remarks
Samta Farkya,Mateshwari Warehouse,6755912,"village bahi parshvanath ,Near Toll nalka, Bahi choupati  chouraha, Pipaliya mandi, teh- malhargadh, dist - mandsour,",Mandsaur,Madhya Pradesh,4999,14-Jul-2023,13-Jul-2028,9827863356,Active,
SANDEEP JOSHI,M/S KAMLESH WAREHOUSE AND LOGISTICS,6794168,"GRAM - DOBI,, TEHSIL BUDNI",Sehore,Madhya Pradesh,2655,24-Oct-2023,23-Oct-2028,9179562683,Inactive,INSUFFICIENT INSURANCE
Sandeep Mishra,Radhey Shyam Warehouse,6761761,"Village Tighra, Sunwara,",Seoni,Madhya Pradesh,3400,25-Jul-2023,24-Jan-2028,7000545408,Inactive,INSUFFICIENT INSURANCE
Sandeep Patel,Maa Narmada Warehouse,6842678,"Village Kadola Ubari,",Harda,Madhya Pradesh,5847,20-Jan-2024,19-Jan-2029,9977066789,Inactive,INSUFFICIENT INSURANCE
Sandhya Agrawal,Maa Sharda Agro Warehouse,6776165,"Village: Behadi,",Dewas,Madhya Pradesh,2500,29-Aug-2023,28-Aug-2028,8461871968,Inactive,INSUFFICIENT INSURANCE
Sandhya Dudani,DHANUSH WAREHOUSE,6804512,"VILLAGE-UMARIYA TEHSIL PIPARIYA,",Narmadapuram,Madhya Pradesh,5085,18-Nov-2023,17-Nov-2028,7276546542,Suspended,Instructions from WDRA
SANDHYA DUDANI,SONAM WAREHOUSING,6927990,"VILLAGE-RAMPUR TEHSIL- PIPARIYA,",Narmadapuram,Madhya Pradesh,4957,10-May-2024,09-May-2029,8889913506,Active,
Sandhya Gautam,vipanchi warehouse,7084239,"vill karaundi,",Rewa,Madhya Pradesh,5004,02-May-2025,01-May-2030,6261650401,Inactive,INSUFFICIENT INSURANCE
Sandhya Khandelwal,Kisan Warehouse,7023757,"KH NO.35/1/2,36,38/36/1,308/36/2, Gopalpur",Sehore,Madhya Pradesh,3200,21-Feb-2025,20-Feb-2030,9590586560,Inactive,INSUFFICIENT INSURANCE
Sandhya Malani,Shri Radha Warehousing,6789036,"Village - purena viraan, teh- udaypura, dist- raisen, mp,",Raisen,Madhya Pradesh,5500,06-Oct-2023,05-Oct-2028,7509513944,Inactive,INSUFFICIENT INSURANCE
Sandhya Malani,Giriraj Warehousing,6806137,"Village silari kalan, teh- udaypura, dist - Raisen.  mp,",Raisen,Madhya Pradesh,2829,22-Nov-2023,21-Nov-2028,7509513944,Inactive,INSUFFICIENT INSURANCE
SANDHYA MALVIYA,SHRI SHIVAY WAREHOUSE,6861306,"VILLAGE CHAMETI TEHSIL NASRULLAGANJ,",Sehore,Madhya Pradesh,3750,14-Feb-2024,13-Feb-2029,8435143314,Inactive,INSUFFICIENT INSURANCE
SANDHYA SANODIYA,SANDHYA WAREHOUSE,7105927,"PEEPARDAHI,",Seoni,Madhya Pradesh,5000,25-Jun-2025,24-Jun-2030,9424967079,Inactive,INSUFFICIENT INSURANCE
Sandhya sodani,RAMANUJ WAREHOUSE,6847446,"GRAM-JHIRAMTA,",Narmadapuram,Madhya Pradesh,4176,31-Jan-2024,30-Jan-2029,8878670715,Inactive,INSUFFICIENT INSURANCE
Sandhya Tawri,SHREE BRIJBHUMI AGRO SERVICES,6880744,"73/6/1/3, shobhapur road",Narmadapuram,Madhya Pradesh,3131,08-Mar-2024,07-Sep-2028,8839134438,Active,
SANDHYA TOMAR,SANDHYA TOMER,6812796,"VILLAGE SELUA KALA, BARGHAT ROAD",Seoni,Madhya Pradesh,6325,08-Dec-2023,07-Dec-2028,8989421441,Inactive,INSUFFICIENT INSURANCE
Sandhya Tripathi,Ramesh Engineering BOT MPWLC Warehouse,7112766,"Vill-Darsagar, Tehsil Kotma,",Anuppur,Madhya Pradesh,30000,16-Jul-2025,15-Jul-2030,7354968382,Inactive,INSUFFICIENT INSURANCE
sandhya trivedi,SHRIRAM,6732606,"LAD VILLAGE,",Rewa,Madhya Pradesh,5670,07-Jun-2023,06-Jun-2028,9319027051,Active,
SANDHYA UPADHYAY,JAI BADE BABA WAREHOUSE,7146426,"MAUJA BHARTALA, TEHSIL PATERA",Damoh,Madhya Pradesh,4013,08-Sep-2025,07-Sep-2030,9755404334,Inactive,INSUFFICIENT INSURANCE
Sandip Sahu,Mahalaxmi Warehouse,6820179,"Village : Semei Harchand,, Tehsil : Sohagpur,",Narmadapuram,Madhya Pradesh,3449,20-Dec-2023,19-Dec-2028,9893218761,Inactive,INSUFFICIENT INSURANCE
SANGATI JAIN,SHRI SHANTINATH WAREHOUSE,7126899,"KH NO 205/2 SURGI RAMGADI, SEONI ROAD CHHINDWARA",Chhindwara,Madhya Pradesh,4916,08-Aug-2025,07-Feb-2030,9039188158,Inactive,INSUFFICIENT INSURANCE
Sangeeta Agrawal,Shri Shiv Warehouse,6626311,"Moja Kadohan (Ganj), RI Circle, Basari,",Chhatarpur,Madhya Pradesh,4100,31-Aug-2022,30-Aug-2027,9425304659,Inactive,INSUFFICIENT INSURANCE
Sangeeta Agrawal,AMRIT WAREHOUSE,6972004,"NEAR KALI DEVI MANDIR, BESIDE DREAM LAND SCHOOL",Chhatarpur,Madhya Pradesh,3131,28-Aug-2024,27-Aug-2029,9425304659,Inactive,INSUFFICIENT INSURANCE
Sangeeta Agrawal,RIDDHI SIDDHI LOGISTICS,6773196,"NH 59 A, Kolipura,",Harda,Madhya Pradesh,5818,21-Aug-2023,20-Aug-2028,8962595341,Inactive,INSUFFICIENT INSURANCE
SANGEETA BAGHEL,N S Warehouse,7044811,"Khasra No. Khasra No. 134/1/2, Village-Kotra",Raisen,Madhya Pradesh,5004,21-Mar-2025,20-Mar-2030,9826777903,Inactive,INSUFFICIENT INSURANCE
SANGEETA BHARGAVA,AGASTYA WAREHOUSE,6996037,"MAIN ROAD GRAM PIPARIYA, BHAINSDEHI",Betul,Madhya Pradesh,4510,21-Nov-2024,20-Nov-2029,9425381613,Inactive,INSUFFICIENT INSURANCE
Sangeeta Chhlotre,Premsudha Agri Logistics,6893259,"Gram Panchayat Kukrawad,",Harda,Madhya Pradesh,4200,05-Mar-2026,05-Mar-2031,9826555353,Active,
Sangeeta Chouksey,Lion warehouse,6708937,"Badnagar, Bilkisganj,",Sehore,Madhya Pradesh,10000,17-Apr-2023,16-Apr-2028,8878090282,Inactive,INSUFFICIENT INSURANCE
Sangeeta Chouksey,SANSKAR WAREHOUSE,6875348,"925/1/1/2 VILL NATERAN VIDISHA VIDISHA ,,",Vidisha,Madhya Pradesh,5000,29-Feb-2024,28-Feb-2029,7000948960,Inactive,INSUFFICIENT INSURANCE
Sangeeta Chourey,Shiv Shakti Agro Collection Centre,6790653,"Village: Panjara Kalan, Tehsil : Hoshangabad",Narmadapuram,Madhya Pradesh,4379,11-Oct-2023,10-Oct-2028,8770539165,Active,
SANGEETA DIWAKER,PADMAVATI WAREHOUSE,6801369,"ALONIYA, JABALPUR ROAD",Seoni,Madhya Pradesh,5000,08-Nov-2023,07-Nov-2028,9425821999,Inactive,INSUFFICIENT INSURANCE
Sangeeta Dwivedi,Maa Vindhyavasini warehouse,6827919,"Gram Madai Tehsil Lakhanadon, National Highway Seoni Jabalpur",Seoni,Madhya Pradesh,5600,27-Dec-2023,26-Dec-2028,8770638344,Inactive,INSUFFICIENT INSURANCE
SANGEETA JAIN,JAIN WAREHOUSE 2,6744031,"GRAM SHRINAGAR THASIL GOTEGAON, GOTEGAON",Narsimhapur,Madhya Pradesh,4226,23-Jun-2023,22-Jun-2028,9584216422,Inactive,INSUFFICIENT INSURANCE
Sangeeta Jain,Sangeeta Jain Warehouse,6579783,"Gram : Kanapur, Kota Road,, Tehsil and Distt. Sheopur",Sheopur,Madhya Pradesh,5391,26-May-2022,25-May-2027,9425136455,Inactive,INSUFFICIENT INSURANCE
SANGEETA JAIN,JAIN GODOWN-1,7109341,"GRAM SHRINAGAR TAHSIL GOTEGAON, GRAM SHRINAGAR TAHSIL GOTEGAON",Narsimhapur,Madhya Pradesh,2929,30-Jun-2025,29-Jun-2030,9479892164,Inactive,INSUFFICIENT INSURANCE
SANGEETA JAISWAL,M/S JAISWAL WAREHOUSE,7169642,"P.H.N.-103,Kh.-50/3, Village- Gardha",Narsimhapur,Madhya Pradesh,2960,12-Nov-2025,11-Nov-2030,9425467339,Inactive,INSUFFICIENT INSURANCE
Sangeeta Mishra,Eshwar Warehouse,7005481,"Kh.No. 101/2/1/2, Village Chandangoda",Raisen,Madhya Pradesh,5000,30-Dec-2024,29-Dec-2029,8980011492,Inactive,INSUFFICIENT INSURANCE
SANGEETA NAYYAR,SANGEETA WAREHOUSE,6874713,"VILLAGE BHANPURA NO 02, POST BICHUA NIWAR",Katni,Madhya Pradesh,6264,29-Feb-2024,28-Nov-2028,9910600700,Inactive,INSUFFICIENT INSURANCE
SANGEETA PATIDAR,JAI MAA VAISHNAVI WAREHOUSE,6831879,"VILLAGE JHARKHEDA,",Sehore,Madhya Pradesh,5004,04-Jan-2024,03-Jan-2029,9993337280,Inactive,INSUFFICIENT INSURANCE
SANGEETA SAHU,M/s DIVYOMKAR WAREHOUSING AND LOGISTICS,6805238,"KH NO 21/6/1/1, 21/6/1/4 JJ ROAD AMRIT BHAWAN VILL BHONDIYA, TEHSIL BARELI",Raisen,Madhya Pradesh,3633,21-Nov-2023,20-May-2028,9893123882,Inactive,INSUFFICIENT INSURANCE
sangeeta sharma,kisan warehouse,6833768,"khokariya,",Bhopal,Madhya Pradesh,5000,09-Jan-2024,08-Jul-2028,9575115233,Inactive,INSUFFICIENT INSURANCE
sangeeta sharma,kisan warehouse unit 2,6908198,"village moondla tehsil huzur dist bhopal,",Bhopal,Madhya Pradesh,5000,09-Apr-2024,08-Apr-2029,9575115233,Inactive,INSUFFICIENT INSURANCE
Sangeeta Singh,Anand Warehouse And Agro Services,6899736,"Vill Kubari, Teh Ramnagar",Satna,Madhya Pradesh,5652,30-Mar-2024,29-Mar-2029,6264722372,Inactive,INSUFFICIENT INSURANCE
Sangeeta Solanki,Hemadri ware house,6763205,"frant of krashi uppaj upp mandi Raisalpur itarsi Hosangabad M.PRaisalpur,",Narmadapuram,Madhya Pradesh,5660,27-Jul-2023,26-Jul-2028,7869960071,Inactive,INSUFFICIENT INSURANCE
sangeeta tripathi,Urmaliya Warehousing & Logistics,6713341,"Village : Umari, Gram Panchayat : Dudha,, Tehsil : Rampur Baghelan,",Satna,Madhya Pradesh,5115,28-Apr-2023,27-Apr-2028,7000603919,Active,
Sangeeta Vishwakarma,Maa Bhagwati Warehouse,6955892,"Gram Sighuli, Silonidi Road,",Jabalpur,Madhya Pradesh,2985,09-Jul-2024,08-Jan-2029,7987471929,Inactive,INSUFFICIENT INSURANCE
Sangeeta Yadav,SHANTI YADAV WAREHOUSE,7053184,"NH 44 NEEM GHATI, GRAM SIMARIYA",Sagar,Madhya Pradesh,2250,26-Mar-2025,25-Sep-2029,9893767163,Inactive,INSUFFICIENT INSURANCE
Sangita Chouhan,Chouhan Warehouse,6897391,"Unit 1 & Unit 2, Khasra No. 76,77,78/6, P H No. 11",Sehore,Madhya Pradesh,7176,30-Mar-2024,29-Dec-2028,9993042998,Inactive,INSUFFICIENT INSURANCE
Sangita Dhanotiya,Ganesh Warehouse,6933394,"Village : Guradiya Badod,,",Shajapur,Madhya Pradesh,3963,28-May-2024,27-Feb-2029,9926012510,Inactive,INSUFFICIENT INSURANCE
SANGITA GANGOLIYA,ASHWIN WAREHOUSE,7156680,"KH NO 124/8/1 VILL- BANIYAKHEDI, TEHSIL- BARELI",Raisen,Madhya Pradesh,5092,26-Sep-2025,25-Sep-2030,8518973904,Inactive,INSUFFICIENT INSURANCE
SANGITA SATRWALA,SANGITA WAREHOUSE,6963458,"BAGLI CHAPDA ROAD VILL CHHATAARPURA, TEHSILE BAGLI",Dewas,Madhya Pradesh,2400,30-Jul-2024,29-Jul-2029,9827022573,Inactive,INSUFFICIENT INSURANCE
Sangita Tiwari,Ma Sharda Warehouse,9131641,"Village : Bheda,, Tehsil : Maihar,",Satna,Madhya Pradesh,4993,31-Jul-2025,20-Oct-2030,9425184536,Active,
SANJANA CHOUHAN,MANGAL MURTI WAREHOUSE,6900369,"KHASRA NO. 57/1/1/2, PHNO.",Vidisha,Madhya Pradesh,4957,30-Mar-2024,29-Mar-2029,9200000501,Inactive,INSUFFICIENT INSURANCE
SANJANA KHATIK,JAI MAHAKAL WAREHOUSE,6901714,"KH NO 278/3 VILLAGE BAHADURPUR,",Sagar,Madhya Pradesh,2526,31-Mar-2024,30-Mar-2029,9300957094,Inactive,INSUFFICIENT INSURANCE
Sanjana Tada,Rewashree Warehouse,6915755,"Khasra No. 128/1/1/2, 128/1/2/1/2, 129/1/2 PH No. 12, Village Kotalya Khedi",Harda,Madhya Pradesh,5500,19-Apr-2024,18-Oct-2028,7000074010,Inactive,INSUFFICIENT INSURANCE
Sanjay Agrawal,MM warehouse,6743678,"Village Behadi,,",Dewas,Madhya Pradesh,6356,23-Jun-2023,22-Jun-2028,8461871968,Inactive,INSUFFICIENT INSURANCE
Sanjay Bhayre,Sonal Agro Warehouse,7011604,"Village Masangaon Kh No. 280/18, Harda Khandwa Road",Harda,Madhya Pradesh,1762,23-Jan-2025,22-Jan-2030,9826802102,Inactive,INSUFFICIENT INSURANCE
Sanjay Gupta,Gupta Warehouse And Transport Contractor,5191660,"NH-7, Bypass, Rithi Road,",Katni,Madhya Pradesh,10000,20-May-2026,20-May-2031,9425157217,Active,
SANJAY MALOO,uttam warehouse,6850770,"village narayanganj post bandol NH&,",Seoni,Madhya Pradesh,3081,06-Feb-2024,05-Feb-2029,8971768913,Inactive,INSUFFICIENT INSURANCE
SANJAY PANDEY,Kailasha Warehouse,7131758,"Vill Jamua,",Shahdol,Madhya Pradesh,3650,18-Aug-2025,17-Aug-2030,9826722507,Active,
SANJAY PATEL,Karnika Warehouse,6859508,"Gram Deori, Gadarkheda,, Post Deori Patpara, Barela, Tehsil Jabalpur",Jabalpur,Madhya Pradesh,2881,14-Feb-2024,13-Aug-2028,9407851892,Inactive,INSUFFICIENT INSURANCE
SANJAY RATHORE,VINAYAKAM WAREHOUSE,6901086,"BANSPANI, BETUL",Betul,Madhya Pradesh,5000,30-Mar-2024,29-Jun-2028,9425629966,Inactive,INSUFFICIENT INSURANCE
Sanjay Shah,S.R Warehousing Unit-1,6796320,"Khasra No-94/8/2 Patwari Halka No-15, Khandawa Road",Harda,Madhya Pradesh,7000,27-Oct-2023,26-Jan-2028,9424866663,Inactive,INSUFFICIENT INSURANCE
SANJAY TADA,TADA TRADERS WAREHOUSE,6886329,"GRAM BARWARIKHEDA TEHSIL- KHATEGAON,",Dewas,Madhya Pradesh,2146,15-Mar-2024,14-Mar-2029,9753326788,Active,
Sanjay Thakur,Patel Krishi Upaj Bhandar Grah,7113038,"Patel Warehouse, Bypass Road, Rithore, Khurai, Near Chatpuria Marriage Garden",Sagar,Madhya Pradesh,2552,16-Jul-2025,15-Jul-2030,9009610598,Inactive,INSUFFICIENT INSURANCE
SANJAY YADAV,Jai Bhilat Warehouse,7104128,"Village Rujankhedi, tehsil nasrullaganj",Sehore,Madhya Pradesh,1231,16-Jun-2025,15-Jun-2030,9926415396,Inactive,INSUFFICIENT INSURANCE
SANJAY YADAV,MAA NARMADA WAREHOUSE CHHANERA,6897755,"KH.NO.381, IN FRONT OF MAIN HOSPITAL, CHHANERA, CHHANERA",Khandwa (East Nimar),Madhya Pradesh,2194,30-Mar-2024,29-Dec-2028,9926043543,Inactive,INSUFFICIENT INSURANCE
Sanjeev Agrawal,Agrawal Warehouse,7183502,"Gram Katiya Luhari, Patan Road, Tehsil Patan",Jabalpur,Madhya Pradesh,4701,30-Dec-2025,29-Dec-2030,9713262442,Inactive,INSUFFICIENT INSURANCE
Sanjeev Choudhary,Choudhary Convensing Company K C Warehouse,6640353,"A B Road,",Guna,Madhya Pradesh,5000,11-Oct-2022,10-Oct-2027,9425408551,Active,
Sanjeev Garg,S K Warehousing & Logistics,7187289,"kh no-71/2/2 gram -vishankheda, tehsil-goharganj",Raisen,Madhya Pradesh,10687,06-Jan-2026,05-Jan-2031,9630854600,Inactive,INSUFFICIENT INSURANCE
Sanjeev Jain,AMAL WAREHOUSE,6766174,"VILLAGE- SIJAWAT TEHSIL- ASHOKNAGAR,",Ashoknagar,Madhya Pradesh,5168,31-Jul-2023,30-Jul-2028,9425135208,Inactive,INSUFFICIENT INSURANCE
SANJEEV MAHESHWARI,SHRI GOVERDHAN WAREHOUSE,6870489,"VILLAGE RALA, TEHSIL NASRULLAGANJ",Sehore,Madhya Pradesh,4300,23-Feb-2024,22-Feb-2029,9826851452,Inactive,INSUFFICIENT INSURANCE
SANJEEV MAHESHWARI,SHRI GOVERDHAN WAREHOUSE,6899108,"VILLAGE RALA, TEHSIL NASRULLAGANJ",Sehore,Madhya Pradesh,2694,30-Mar-2024,29-Dec-2028,9826851452,Inactive,INSUFFICIENT INSURANCE
Sanjeev Sahu,Umangshree Warehouse,6785612,"Khasra No. 429 (S),",Narmadapuram,Madhya Pradesh,5600,26-Sep-2023,25-Jun-2028,9827550029,Inactive,INSUFFICIENT INSURANCE
SANJESH JAT,KRASHAK WAREHOUSE,6848345,"VILLAGE BAIN, TEHSIL NASRULLAGANJ",Sehore,Madhya Pradesh,2728,31-Jan-2024,30-Oct-2028,9893389298,Inactive,INSUFFICIENT INSURANCE
SANJO PATEL,Maa Rewa Warehouse,6935555,"Gram Bhidari kalan, Purna Road",Jabalpur,Madhya Pradesh,9517,30-May-2024,29-May-2029,9685657536,Inactive,INSUFFICIENT INSURANCE
Sanju Bai,Sarju warehouse,7089188,"Survey No. 107/2/1/2, Village Madwai, PH No. 24 RI Circle Sanchi",Raisen,Madhya Pradesh,5000,14-May-2025,13-Nov-2028,9425036363,Inactive,INSUFFICIENT INSURANCE
Sanju Gupta,Gupta Warehouse,6732242,"Village : Badodiya talab,",Rajgarh,Madhya Pradesh,4948,07-Jun-2023,06-Jun-2028,9425602932,Active,
Sanket Khandelwal,Khandelwal Agro Products,6671317,"Village : Undasa,, Tehsil: Ujjain,",Ujjain,Madhya Pradesh,3150,10-Jan-2023,09-Oct-2027,9329477700,Inactive,INSUFFICIENT INSURANCE
Sanskar Agro Park,Sanskaar Agro Park,6898381,"Itarsi Seoni Malwa Road, Village Khutwasa,",Narmadapuram,Madhya Pradesh,4900,30-Mar-2024,29-Sep-2028,7999574775,Active,
SANTKUMAR CHOUDHARY,Raj Choudhary Warehouse,7005218,"Village Dokar Ranji,",Seoni,Madhya Pradesh,19018,30-Dec-2024,29-Dec-2029,9131046660,Inactive,INSUFFICIENT INSURANCE
SANTKUMAR CHOUDHARY,Choudhary Warehouse 06,6989735,"Village Dokar Ranji,",Seoni,Madhya Pradesh,4805,29-Oct-2024,28-Oct-2029,9131046660,Inactive,INSUFFICIENT INSURANCE
SANTKUMAR CHOUDHARY,karan choudhary warehouse,6994149,"Village Dokar Ranji,",Seoni,Madhya Pradesh,14079,13-Nov-2024,12-Nov-2029,9131046660,Inactive,INSUFFICIENT INSURANCE
Santosh Agrawal,Baba Warehouse,6847263,"Village : Ladkui,,",Sehore,Madhya Pradesh,3262,30-Jan-2024,29-Jan-2029,9425463605,Inactive,INSUFFICIENT INSURANCE
Santosh Agrawal,Aditya Warehousing Corporation,7020696,"Village : Dhaturiya,, Tehsil : Vidisha,",Vidisha,Madhya Pradesh,4809,12-Feb-2025,11-Feb-2030,9827271611,Inactive,INSUFFICIENT INSURANCE
SANTOSH AGRAWAL,Annapurna Warehouse,7141203,"kh no-106/2 N.B-533, mouza shrinagar tah-gotegaon",Narsimhapur,Madhya Pradesh,3270,29-Aug-2025,28-Aug-2030,8965800779,Inactive,INSUFFICIENT INSURANCE
Santosh Agrawal,Tirupati Warehousing,7003502,"Village : Magarkhedi,, Tehsil : Kasrawad, District : Khargone",Khargone (West Nimar),Madhya Pradesh,10352,19-Dec-2024,18-Dec-2029,9424813491,Active,
Santosh Bai,Dapakara Warehouse,7027089,"Village : Khetakheda,, Tehsil : Sitamau,",Mandsaur,Madhya Pradesh,4986,27-Feb-2025,26-Feb-2030,9617716894,Inactive,INSUFFICIENT INSURANCE
SANTOSH DHAKAD,SHIV WAREHOUSE,6846547,"VILLAGE MUDLACHAND, POST BABACHIYA TEHSIL BERASIA",Bhopal,Madhya Pradesh,5000,25-Jan-2024,24-Jan-2029,9406512704,Inactive,INSUFFICIENT INSURANCE
SANTOSH GUPTA,M/S SHRI RAM WAREHOUSE & TRANSPORT CONTRACTOR,7017999,"NEAR KRISHI UPAZ MANDI PAHARUA KATNI MADHYA PRADESH 483501, NEAR KRISHI UPAZ MANDI PAHARUA KATNI MADHYA PRADESH 483501",Katni,Madhya Pradesh,3184,06-Feb-2025,05-Feb-2030,9425157219,Active,
Santosh Paliwal,Paliwal Warehouse,6857791,"Village : Kasari Chouhan,,",Ratlam,Madhya Pradesh,10000,14-Feb-2024,13-Nov-2028,9977151152,Inactive,INSUFFICIENT INSURANCE
SANTOSH PATEL,Shri Ram Warehouse,6911614,"Gram Pahreva, Junwani Road, Tehsil Sihora",Jabalpur,Madhya Pradesh,5039,11-Apr-2024,10-Apr-2029,7987781065,Inactive,INSUFFICIENT INSURANCE
santosh rajput,SHRI SAWARIYA WAREHOUSE,6956163,"PATADIYA DHAKAD,",Rajgarh,Madhya Pradesh,5625,09-Jul-2024,08-Jul-2029,6263792401,Inactive,INSUFFICIENT INSURANCE
SANTOSH SINGH,Santosh Singh Warehouse,6801906,"Vill Umari, Post Bharjuna kala",Satna,Madhya Pradesh,6337,08-Nov-2023,07-Feb-2028,9755607273,Inactive,INSUFFICIENT INSURANCE
SANTOSH SISODIYA,JAY AMBE ASSOCIATES WAREHOUSE,6804785,"KHASRA NO. 299/1, VILLAGE UMARI TEHSIL MAUGANJ",Rewa,Madhya Pradesh,5000,18-Nov-2023,17-May-2028,9074757617,Inactive,INSUFFICIENT INSURANCE
santoshi bai raghuwanshi,SHRI HARI SINGH RAGHUWANSHI MEMORIAL WAREHOUSE,6980734,"GRAM DEEPNAKHEDA, TEHSIL SIRONJ",Vidisha,Madhya Pradesh,4802,27-Sep-2024,26-Mar-2029,8839509353,Inactive,INSUFFICIENT INSURANCE
santoshi bai raghuwanshi,KRISHNA WAREHOUSE AND LOGISTICS,7109523,"KHASRA No, GRAM DEEPNAKHEDA TAHSIL SIRONJ",Vidisha,Madhya Pradesh,5017,01-Jul-2025,30-Jun-2030,8839509353,Inactive,INSUFFICIENT INSURANCE
Santoshi Verma,Shri Vinayak Warehouse,6650527,"Arniya Kalan,",Shajapur,Madhya Pradesh,5500,09-Nov-2022,08-Nov-2027,9575868043,Inactive,INSUFFICIENT INSURANCE
SAPANA TIWARI,NARAYAN WAREHOUSE,6803704,"VILLAGE REUSA, POST BARAHIYA TEHSIL MAIHAR",Satna,Madhya Pradesh,5738,14-Nov-2023,13-Nov-2028,7999275507,Inactive,INSUFFICIENT INSURANCE
SAPNA AGRAWAL,M/S SHREE SHIVAY WAREHOUSE,7169196,"PROP- SAPNA AGRAWAL V- BRIJPURA BLOCK-BRIJPURA,",Chhatarpur,Madhya Pradesh,3260,11-Nov-2025,10-Nov-2030,9981647797,Active,
sapna gupta,siddhivinayak warehouse,6917918,"gram-bhojapura post laloi,",Bhopal,Madhya Pradesh,5390,23-Apr-2024,22-Apr-2029,9993419331,Inactive,INSUFFICIENT INSURANCE
SAPNA PATEL,SHIV SHAKTI WAREHOUSE,6942395,"KH NO 70/3/2 VILL- SALAIYA, TEHSIL- BARELI",Raisen,Madhya Pradesh,4525,13-Jun-2024,12-Jun-2029,9981248896,Inactive,INSUFFICIENT INSURANCE
Sapna Raghuvanshi,Trisha Warehouse,6764195,"Village Thua, Tehsil Seoni Malwa, Hoshangabad",Narmadapuram,Madhya Pradesh,3500,28-Jul-2023,27-Jul-2028,9907858810,Inactive,INSUFFICIENT INSURANCE
Sapna Raghuvanshi,Diksha Warehouse,6780936,"Village Bankabedi, Tehsil Seoni Malwa, Narmadapuram",Narmadapuram,Madhya Pradesh,5058,13-Sep-2023,12-Sep-2028,9907858810,Inactive,INSUFFICIENT INSURANCE
SAPNA RANGARI,KANAK WAREHOUSE,6996573,"KHASRA NO 38/6 BARELI ROAD VILLAGE KIRATPUR,",Raisen,Madhya Pradesh,5004,23-Nov-2024,22-Nov-2029,9893963921,Inactive,INSUFFICIENT INSURANCE
Sapna Yadav,Babreshwar Warehouse,6845374,"Village Babri,",Sehore,Madhya Pradesh,5000,25-Jan-2024,24-Jan-2029,9981691933,Inactive,INSUFFICIENT INSURANCE
Sapna Yadav,Shri Shiv Swaroop Warehouse,6860944,"Village Vasudev,",Sehore,Madhya Pradesh,5812,14-Feb-2024,13-Aug-2028,9926301813,Inactive,INSUFFICIENT INSURANCE
Saraswati Warehouse,Saraswati Warehouse,6997928,"Village : Haripura,, Tehsil : Suwasara,",Mandsaur,Madhya Pradesh,4900,26-Nov-2024,25-Nov-2029,9406601644,Inactive,INSUFFICIENT INSURANCE
SARGAM WAREHOUSING,SARGAM WAREHOUSING,4558138,"C/O SANGITA PATEL,, GRAM KUTHARIYA GRAM PANCHAYAT KANTI TEHSIL VIJAYRAGHAVGARH",Katni,Madhya Pradesh,5701,23-Feb-2026,23-Feb-2031,8770905302,Inactive,INSUFFICIENT INSURANCE
Sarika Mishra,Nandnandan Warehouse,6733869,"Village : Sandiya,, Tehsil : Pipariya,",Narmadapuram,Madhya Pradesh,5000,12-Jun-2023,11-Jun-2028,8878284820,Inactive,INSUFFICIENT INSURANCE
Sarika Shriwastava,Rajani Prabha warehouse,6697239,"Survey No. 130  Gram Pawti Tehsil  Garoth,",Mandsaur,Madhya Pradesh,5600,20-Mar-2023,19-Mar-2028,8982359392,Inactive,INSUFFICIENT INSURANCE
Sarita Agrawal,AGRAWAL WAREHOUSE,7039233,"MACHAKADA FATA NEAR SADALPUR, Mhow-Neemuch Road district Dhaar",Dhar,Madhya Pradesh,5014,13-Mar-2025,12-Mar-2030,7773051111,Inactive,INSUFFICIENT INSURANCE
Sarita Agrawal,Bajrang Warehouse,7132384,"Gram Nagna, Katangi  Road",Jabalpur,Madhya Pradesh,5001,18-Aug-2025,17-Aug-2030,8319306546,Inactive,INSUFFICIENT INSURANCE
Sarita Chouhan,SARITA WAREHOUSE,6857700,"Patwari halka num.24, gram chhatarpura teh bagli dist dewas",Dewas,Madhya Pradesh,2189,14-Feb-2024,13-Feb-2029,9827300371,Inactive,INSUFFICIENT INSURANCE
SARITA DHAKAD,HARIYASHODA WAREHOUSE,7145972,"KHASRA NO. 182/1/2/1,",Raisen,Madhya Pradesh,5000,08-Sep-2025,07-Sep-2030,8962405086,Inactive,INSUFFICIENT INSURANCE
SARITA MAHESHWARI,M/s SHRI TIRUPATI WAREHOUSE,6891360,"KH NO 519/2/1 VILL- GADHI, TEHSIL- GAIRATGANJ",Raisen,Madhya Pradesh,3948,23-Mar-2024,22-Mar-2029,8359833364,Inactive,INSUFFICIENT INSURANCE
SARITA MAHESHWARI,SHRI JEE WAREHOUSING UNIT-3,7065873,"KH NO 81/1/2 VILL- DHANGAWAN, TEHSIL- GAIRATGANJ",Raisen,Madhya Pradesh,5630,07-Apr-2025,06-Oct-2029,7898725411,Inactive,INSUFFICIENT INSURANCE
SARITA MAHESHWARI,SHRINATH WAREHOUSING,7045263,"KH NO 81/1/1/2 VILL-DHANGAWA, TEHSIL- GAIRATGANJ",Raisen,Madhya Pradesh,5408,21-Mar-2025,20-Sep-2029,7898725411,Inactive,INSUFFICIENT INSURANCE
